000001,20190104,1
000001,20190329,0
000001,20190610,1
000001,20190719,0
000001,20190808,0
000001,20190919,0
000002,20190107,1
000002,20190327,0
000002,20190605,1
000002,20190904,0
000002,20191009,0
000004,20190201,1
000004,20190429,0
000004,20190814,1
000004,20191031,0
000004,20191128,1
000005,20190107,0
000005,20190131,1
000005,20190315,0
000005,20190401,0
000005,20190617,0
000005,20190816,1
000005,20191128,0
000006,20181203,0
000006,20190118,0
000006,20190201,1
000006,20190329,0
000006,20190610,0
000006,20190819,0
000006,20191028,0
000007,20190213,1
000007,20190513,0
000007,20190611,0
000007,20190724,1
000007,20190927,0
000007,20191113,0
000008,20190107,0
000008,20190201,1
000008,20190401,0
000008,20190619,0
000008,20190827,0
000008,20191122,0
000009,20190107,0
000009,20190201,1
000009,20190527,0
000009,20190619,0
000009,20190724,0
000009,20190819,0
000009,20191010,0
000009,20191022,0
000009,20191101,0
000010,20181102,0
000010,20190109,0
000010,20190212,1
000010,20190408,0
000010,20190528,0
000010,20190704,0
000010,20190820,0
000010,20191008,0
000010,20191018,0
000010,20191213,0
000011,20181105,0
000011,20181203,0
000011,20190118,0
000011,20190201,1
000011,20190329,0
000011,20190620,0
000011,20190819,0
000011,20191202,0
000012,20181102,0
000012,20190104,0
000012,20190211,1
000012,20190315,0
000012,20190611,0
000012,20190819,0
000014,20181102,0
000014,20181205,0
000014,20190111,0
000014,20190201,1
000014,20190315,0
000014,20190328,0
000014,20190624,0
000014,20190816,0
000016,20190107,0
000016,20190201,1
000016,20190329,0
000016,20190610,0
000016,20190619,0
000016,20190724,0
000016,20190819,1
000017,20181203,0
000017,20190111,0
000017,20190211,1
000017,20190527,0
000017,20190611,0
000017,20190816,1
000017,20191113,0
000017,20191203,0
000017,20191213,0
000019,20181101,0
000019,20190201,1
000019,20190401,0
000019,20190619,0
000019,20190816,0
000020,20181101,0
000020,20181203,0
000020,20190211,1
000020,20190315,0
000020,20190619,0
000020,20190815,1
000021,20190107,0
000021,20190201,1
000021,20190318,1
000021,20190510,0
000021,20190724,0
000021,20190813,1
000023,20190211,1
000023,20190527,0
000023,20190819,0
000025,20181101,0
000025,20190103,0
000025,20190201,1
000025,20190409,0
000025,20190515,0
000025,20190612,0
000025,20190812,0
000025,20191014,0
000026,20181109,0
000026,20190104,0
000026,20190201,1
000026,20190620,0
000026,20190815,1
000026,20191009,0
000026,20191021,0
000026,20191112,0
000026,20191206,1
000027,20181112,0
000027,20190108,0
000027,20190211,1
000027,20190507,0
000027,20190619,0
000027,20190816,0
000027,20191011,0
000028,20190116,0
000028,20190131,1
000028,20190315,0
000028,20190327,0
000028,20190620,0
000028,20190709,0
000028,20190816,0
000028,20191028,0
000030,20190107,0
000030,20190201,1
000030,20190329,1
000030,20190620,0
000030,20190726,0
000030,20190812,0
000030,20190827,0
000030,20191126,0
000031,20181113,0
000031,20181203,0
000031,20190107,0
000031,20190130,1
000031,20190329,0
000031,20190617,0
000031,20190717,0
000031,20190904,1
000031,20191213,0
000032,20190104,0
000032,20190201,1
000032,20190527,1
000032,20190815,1
000032,20191016,1
000034,20181121,0
000034,20190212,1
000034,20190617,0
000034,20190726,0
000034,20190816,1
000034,20191028,0
000035,20181203,1
000035,20190213,0
000035,20190603,1
000035,20190813,1
000035,20191016,0
000035,20191114,0
000036,20190107,0
000036,20190201,1
000036,20190315,1
000036,20190527,0
000036,20190808,0
000036,20191009,0
000036,20191125,0
000037,20190107,1
000037,20190527,1
000037,20190726,0
000037,20190812,0
000038,20190130,0
000038,20190402,0
000038,20190417,0
000038,20190701,0
000038,20190819,1
000038,20191115,0
000039,20190104,1
000039,20190327,0
000039,20190611,0
000039,20190819,0
000039,20190930,0
000040,20181109,0
000040,20190131,1
000040,20190619,0
000040,20190815,0
000042,20190107,0
000042,20190315,0
000042,20190402,0
000042,20190610,0
000042,20190806,0
000042,20191011,0
000042,20191024,0
000045,20181210,0
000045,20190212,1
000045,20190527,0
000045,20190619,0
000045,20190819,0
000045,20191101,0
000046,20190104,0
000046,20190211,1
000046,20190329,0
000046,20190715,0
000046,20190904,0
000046,20191101,0
000048,20190130,1
000048,20190326,0
000048,20190611,0
000048,20190812,1
000048,20191029,0
000048,20191213,0
000049,20190102,0
000049,20190211,1
000049,20190618,0
000049,20190724,1
000049,20190916,0
000050,20181102,0
000050,20190107,0
000050,20190201,1
000050,20190416,0
000050,20190619,0
000050,20190723,0
000050,20190819,0
000050,20190902,0
000050,20191104,0
000050,20191114,1
000055,20181108,0
000055,20190104,1
000055,20190222,0
000055,20190401,0
000055,20190620,0
000055,20190819,0
000055,20191119,0
000056,20181120,0
000056,20190201,1
000056,20190619,0
000056,20190819,1
000058,20181228,0
000058,20190214,1
000058,20190507,0
000058,20190819,1
000058,20191112,0
000058,20191210,0
000059,20181112,0
000059,20190104,0
