-3.604284354488279662e-01	-8.055284068619256166e-02	-9.403823709706322642e-01	8.075318914126841108e-01	-4.866454626185605647e-01	-3.173907405670003262e-02	-8.608081813824515205e-01	3.238234817868463900e-01	-5.397484402330521291e-01	9.888335486085756409e-01
1.638187323139670415e-01	6.996830707576104924e-01	7.225562963889070600e-01	-6.534423347703489648e-01	3.957516203585576542e-01	8.945690458257865574e-01	-6.435959722646351633e-01	6.634852194069872366e-01	2.870749575655966446e-01	-9.862380998771390628e-01
-6.278699903030446894e-01	-8.791064542315954466e-02	6.859171514892541399e-01	-7.410796252099614012e-01	-7.124115405499222842e-01	9.977506667748107377e-03	5.639485562550187181e-01	-3.251833806673820604e-01	-1.181232632657510002e-02	9.267363236455179454e-01
-5.461748252114022595e-01	6.815805071019530592e-01	-7.005402344260306391e-01	-6.380928291304394095e-01	-6.515141364368139953e-01	-3.039344156604310010e-01	5.523590060950588354e-01	-3.859827357175118351e-02	1.138633068029518275e-01	-3.798376599759100691e-01
6.090924737658743870e-01	2.003916796934566980e-01	7.578376674321257722e-01	-5.143304295865155362e-01	-7.451200821173433742e-01	-1.117614632917346834e-01	1.970295116533780574e-02	2.067083343254995931e-01	4.228582079625921031e-01	8.227715806750659500e-01
-7.601441422579798823e-01	6.583247732844305089e-01	-8.205593484333805199e-01	4.322090458636183574e-01	-8.329476568930952451e-01	3.154521936571771379e-01	-8.611614246830230357e-01	4.341292494731848195e-01	-4.113024921304825332e-01	-9.883234038024580892e-01
-8.259516585430599633e-01	-3.767038060300232361e-01	-9.476035843827914640e-01	-5.435562668217664983e-01	-1.081601688572651626e-01	3.080490030209783736e-01	6.652909056642237751e-01	-1.011029264914510506e+00	4.387437823860371178e-01	-1.538886885329776300e-01
-6.133088945414917337e-01	-1.344064066372150368e-01	4.386232936284136241e-01	-6.191638654915808671e-01	-8.693983800335667311e-01	6.765163589417411139e-01	1.983642929656511678e-01	-6.099879772986218501e-02	1.064399256604458832e-01	5.860416295937935782e-01
-9.140624667418027760e-02	7.416029045072859427e-01	-9.055632696122459802e-01	5.619586600163740675e-01	-9.218498839232451836e-01	8.086172293986013671e-01	8.606908265828947524e-01	-7.561239993703916529e-01	9.193991487243987626e-01	-4.895158960898312039e-01
-6.606260503087693081e-01	-3.921041845470117915e-01	-4.820528053115759604e-01	-2.176466404035999891e-01	7.342559767012303285e-01	-4.473156079713420108e-01	7.159567663420621786e-01	-3.085111866458639662e-01	7.707054411541015559e-01	-7.930634849583870771e-01
-5.022437285417469255e-01	6.304301532192646551e-01	7.395159232790246007e-01	5.376000417632191830e-01	-2.360851132847374967e-01	-3.451773517531783741e-01	7.354201505801795102e-01	8.097172611676479725e-01	2.891540720262342212e-01	2.729371198745724966e-02
9.681166363845798706e-03	-9.210398317991939088e-01	-8.236217912100735061e-01	-8.569830562933762330e-01	3.081131068409509455e-01	-6.089456808601697579e-01	-6.303138588785784924e-01	-6.932466558374463794e-01	-1.302411608303835344e-01	1.536191427114667329e-01
-5.396461208510142105e-02	-8.046358978922980576e-01	2.480638249491020908e-01	3.954308650927270130e-01	5.423285958951922225e-01	6.711191092676186409e-01	-2.149641685138688543e-02	4.623046904780640787e-02	7.271958239694743531e-01	1.094029032899851012e-01
-1.049075182606134415e+00	-6.637942487988521822e-01	7.013894244459091265e-01	-2.442532524395093774e-01	5.795406933180845543e-01	-9.849808147710154005e-01	-1.013570073111724534e+00	3.985208370899054331e-01	2.869215588548350571e-01	-1.394791893598804622e-01
9.337455889520750174e-02	8.832166843119191313e-01	1.278255490606379219e-01	-5.469364307317303719e-01	1.875294219140307972e-01	-2.289102354953433394e-01	5.237977294129715355e-01	3.446640179431795792e-01	3.687734210700351345e-01	4.516251544160981846e-01
-5.525222722723556190e-01	8.957483928270947304e-01	-5.634139622746602294e-01	-9.691202920093752171e-01	4.440112642758058947e-01	8.304778743759363632e-03	-1.905312415764554845e-01	-7.179580417289119776e-01	5.575856331119801723e-01	-3.346877490606035566e-01
4.287258538524697515e-01	-9.153939880849124577e-01	-7.916610220910241802e-01	-9.549787147554663486e-03	6.929946173839462986e-01	-5.321929603695708666e-01	-2.246523477498835186e-01	-9.141442741773750935e-01	7.897863943216871796e-01	8.429272791910814577e-01
1.951759795925886998e-01	-4.072809407161546158e-01	6.771215634853239296e-02	8.570284495286113469e-01	4.772153295368997683e-01	4.146314676468658700e-01	-5.022441973957294256e-04	-4.820506516633604743e-01	5.424949481220077141e-01	-9.479325176860240454e-01
9.528037388501636729e-02	-5.643108846506950105e-01	7.439857236265439155e-01	-8.871624427000776580e-02	-5.402996109825169979e-01	5.270700122325818748e-01	-2.720439115994380264e-01	6.265433958915784807e-01	-4.575240711633448698e-01	6.335695882245880872e-01
2.967735445588817744e-01	-4.573531020469629449e-01	6.821410250425122834e-01	-3.008106087780290094e-01	1.587889411331843692e-01	6.988777630458331558e-01	4.409717401683441729e-01	-8.514509196493443843e-01	4.380063445778175080e-01	9.063640896435620764e-01
-5.574453580418167187e-01	2.420097201171661494e-01	7.463430069026328884e-01	-1.883718655315498314e-01	6.188944454034827486e-02	4.302892542900060846e-02	-1.625178300615695293e-01	1.708523082846485908e-01	1.235791630919887835e-02	-5.023511664396427268e-01
-8.399407210735211349e-01	-7.352182731487788558e-01	1.066785400531739952e-01	4.079455152636271009e-01	9.644557403646975002e-01	-7.422966183430692588e-01	3.896829339313642726e-01	2.800045327618047586e-01	-7.235565841032980394e-01	3.750737729669330056e-01
-6.911119693677200138e-01	-7.537261626349635035e-01	-1.097677651120402276e+00	-8.524938642730256477e-02	4.813285580010315812e-01	5.215236748469974648e-01	-4.040804590504716298e-01	1.722575924353315913e-01	-4.104372947091847745e-01	-6.478843249849031150e-01
-7.550691924845367442e-01	3.949492962336790258e-01	-6.383644411307538569e-01	3.741082386089014666e-01	-9.693405494753526419e-01	-7.431576627251536005e-01	-3.720874303314176679e-01	5.408120296350492628e-01	-7.274732604760434374e-01	7.169022017337052244e-01
5.429672424275199250e-01	-1.672950090511151622e-01	5.152281392620244871e-01	1.234573977435611397e-01	4.764143377850501571e-01	6.837555096084930728e-01	-2.734297628855134610e-01	1.662457603768393855e-01	4.425818628479841199e-01	-5.651008560606014530e-01
8.179200797981165394e-01	4.649876889170345140e-01	3.859686617843244294e-02	3.493566002250975133e-01	-7.145810787444699663e-01	-8.796215983665324201e-01	-1.448667101717868166e-01	-3.762872292427621446e-01	-4.654684910418591670e-01	-2.814246875502895984e-01
2.354357549986207110e-01	9.312361603342694805e-01	-1.053028090998270327e+00	-1.731129449917184109e-03	3.066417987728631278e-01	5.605278232369498292e-01	-7.066423508352847049e-01	4.358617615364896586e-02	-2.437810754911882150e-01	3.463448069683158770e-01
4.121798567213074554e-02	-6.234229550436348050e-02	7.618096358186514649e-01	1.867289116058229725e-01	-6.189036312057091815e-02	4.430917591177403470e-01	-9.372381940561269609e-02	-5.439217499063158101e-01	-4.000316212408676630e-01	2.105442017520267606e-01
3.534368082762540109e-01	7.048179896521007681e-02	6.556774589038943946e-01	-9.584426021692113995e-01	-2.583744437284145046e-01	-6.314372527422465464e-02	-7.571623412581329760e-01	-7.927826855175679199e-01	-9.204384922614605724e-01	7.910092874595505696e-01
1.588539278046030012e-01	6.731777609412059604e-01	-1.038952884225200490e+00	1.629347428189888494e-02	2.872287874274744301e-01	-3.745357542400161721e-01	6.051307046587502958e-01	-2.200014232645840229e-01	-7.299104240369364005e-01	-6.117940641411009350e-01
-6.098927789531759514e-01	1.049641277015758017e-01	5.243006316195574223e-01	-5.506612166977036260e-01	-9.442669870380810959e-01	2.491169626150206706e-01	-3.970867224429208142e-01	3.995464272316088805e-01	8.770262011687505188e-01	5.134931349959560576e-01
3.161495053156044843e-01	-2.301724743552954200e-01	3.544127666023249579e-01	-6.801085066993256545e-01	-6.396939268360456177e-02	6.280293400816034932e-01	9.439102012368058015e-01	4.789372757017409943e-01	-4.557971947492976961e-01	-9.180457834448054744e-01
-6.819117393869773558e-01	-9.415331461491387166e-02	-2.976461080980505325e-01	-7.323654336709910506e-01	8.258057514831486090e-01	7.774902578782810769e-01	6.637341217777564806e-01	5.645232534022136539e-01	-3.200094866625938783e-01	4.932410132361626509e-01
8.528935682644125382e-01	6.848815240765290246e-01	-5.323814879784111165e-01	8.885087061873572223e-01	6.154332555194618193e-01	-8.526420616069766423e-01	-6.440176078614701094e-01	-2.935051713445167021e-01	2.557111118929507598e-01	4.586618519357936741e-01
-5.882490256360388692e-01	5.176307562294684139e-01	1.346082055227445506e-01	6.736822789761830466e-01	9.375161474982484089e-01	-5.459859762018410834e-01	-9.854049677960106113e-01	-4.082005590284607521e-01	-2.834202124827210900e-01	-9.169871122923146656e-01
7.167096603685302325e-01	-4.234221302697582789e-01	5.330813706289466714e-01	5.554850661681750429e-02	-9.144165861756010649e-01	2.973249985016087060e-01	3.288787405659054364e-01	-2.536261199627710128e-01	4.944652803197493451e-01	-9.597604465081662761e-01
2.498246784542556415e-02	-3.262634852003017949e-01	-7.714671209591291712e-01	-8.767219514828046290e-01	-5.750227907004448191e-01	-8.234918072919391596e-01	-4.079112861614946905e-01	-9.512880455238299504e-01	-8.705007588535628171e-01	-8.015807260451724980e-01
-8.721023201674307224e-01	-4.755207564375232843e-02	5.904745254023824330e-01	3.858148601277986978e-01	-6.112370692824743434e-01	-7.317196662459970469e-01	-2.141179245006917253e-01	-1.022052084835037400e+00	-2.746703323008061193e-01	-3.273521233103790506e-01
-7.652388181209238693e-01	-9.799886707227881688e-01	5.408857398705446684e-01	8.101159734728331507e-01	7.337144849703601812e-01	-5.539896923610625468e-01	-4.400669041169835149e-01	-6.564699822432566723e-02	3.541173136931957122e-01	-1.002481925798775153e+00
-7.293505848463754937e-01	-2.957335200840103262e-01	2.586149932611252478e-01	1.481952231447712653e-01	7.001733887105524579e-01	-3.345418255930622253e-01	-2.545021635350510625e-01	-2.196476224258955834e-02	5.406467712960879579e-01	6.810689883677021328e-01
4.126314811673723604e-01	7.433115220469258544e-01	-8.635846654568474223e-01	-4.912025528115027129e-01	-6.403462978550663598e-01	1.661653885141612108e-01	5.382458134666034955e-01	-1.298774006542604276e-01	-7.645304895084401031e-03	-7.880088719988018742e-01
