1.198133589468397019e-09,1.101005752876949294e-04,6.796166949155448815e-08,7.297818568979336706e-04,1.130498786516028753e-01,-2.929605366003631255e-08,1.782460349059358014e-08,9.749128168164348188e-07,2.542907200041076042e-05,4.050469101700123606e-06
1.198125317047043087e-09,1.100998151067283741e-04,6.796120025542681505e-08,7.297768181751486307e-04,1.130490981073977441e-01,-2.929585138768369959e-08,1.782448042198767723e-08,9.749060856057625197e-07,2.542889642733603875e-05,4.050441135547279885e-06
6.720708668132158469e-10,6.175888041254737782e-05,3.812184094223416066e-08,4.093576287829208630e-04,6.341323756078175167e-02,-1.643307920800631531e-08,9.998381502550371975e-09,5.468593048591913420e-07,1.426396740045866204e-05,2.272035692937689082e-06
1.195569066632854643e-09,1.098649125519085811e-04,6.781620219568308154e-08,7.282198088480083212e-04,1.128079031340932098e-01,-2.923334746494852698e-08,1.778645114841077293e-08,9.728260827465737661e-07,2.537464281454623947e-05,4.041799350182200565e-06
1.008328588639968348e-09,9.265874745865999558e-05,5.719537026788503785e-08,6.141718388075943997e-04,9.514083036205300825e-02,-2.465505407694303571e-08,1.500087923310103610e-08,8.204698318020579958e-07,2.140066892872520153e-05,3.408805018528206857e-06
1.198058817548118598e-09,1.100937042413354994e-04,6.795742820779624857e-08,7.297363134031979595e-04,1.130428235480749055e-01,-2.929422538128008864e-08,1.782349111060281058e-08,9.748519754344234407e-07,2.542748504837044905e-05,4.050216324083816576e-06
1.028390649970311043e-09,9.450231858740849986e-05,5.833334953283244712e-08,6.263916183877276484e-04,9.703378588790764758e-02,-2.514559973097601681e-08,1.529934201852047470e-08,8.367941890311934369e-07,2.182646418772657380e-05,3.476627805777682815e-06
1.197843731271528535e-09,1.100739392309917428e-04,6.794522788007797248e-08,7.296053045877345152e-04,1.130225290853523329e-01,-2.928896621889961212e-08,1.782029127743713866e-08,9.746769612543586247e-07,2.542292007793494737e-05,4.049489192881432345e-06
1.185952092669823891e-09,1.089811760677939222e-04,6.727069908006274597e-08,7.223621205416536377e-04,1.119004936857038723e-01,-2.899819890743823128e-08,1.764337966691892459e-08,9.650008191382738720e-07,2.517053308464500455e-05,4.009287736926791551e-06
8.037684362280059339e-10,7.386101850801055698e-05,4.559211534575893095e-08,4.895744740506622217e-04,7.583955994413045520e-02,-1.965327025713958610e-08,1.195764295396757655e-08,6.540206844370882400e-07,1.705910393979372309e-05,2.717258947149514086e-06
1.089537302158456785e-09,1.001212926667667969e-04,6.180176791543502835e-08,6.636359772548856145e-04,1.028032774292379631e-01,-2.664072149317475975e-08,1.620901923616239342e-08,8.865487868887577351e-07,2.312423484931559699e-05,3.683343173360674009e-06
9.579840125350547476e-10,8.803241293261977914e-05,5.433967748703857972e-08,5.835070126500331838e-04,9.039056856365694503e-02,-2.342405828813810319e-08,1.425190423159869321e-08,7.795048067553535706e-07,2.033216049038817524e-05,3.238607678478988563e-06
1.198112691128821019e-09,1.100986548681105872e-04,6.796048407612195415e-08,7.297691277421902104e-04,1.130479067890544503e-01,-2.929554266620139808e-08,1.782429258651758331e-08,9.748958119855195777e-07,2.542862845606275142e-05,4.050398451749673073e-06
1.196467078193673211e-09,1.099474338920414463e-04,6.786714005890001073e-08,7.287667867060122328e-04,1.128926350027851799e-01,-2.925530511232968874e-08,1.779981084397582293e-08,9.735567883940799999e-07,2.539370212549284998e-05,4.044835212052727850e-06
